,index,Город / Нас.пункт,GPS. Широта,GPS. Долгота,номер,город,links
138,158,воронеж,51.701604,39.182661,193,Воронеж,"['https://yandex.ru/maps/193/voronezh/search/DNS/?ll=39.182661,51.701604&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/193/voronezh/search/m_video/?ll=39.182661,51.701604&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/193/voronezh/search/megafon/?ll=39.182661,51.701604&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/193/voronezh/search/mts/?ll=39.182661,51.701604&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/193/voronezh/search/svyaznoy/?ll=39.182661,51.701604&rspn=1&spn=0.003,0.003']"
139,159,воронеж,51.706041,39.148674,193,Воронеж,"['https://yandex.ru/maps/193/voronezh/search/DNS/?ll=39.148674,51.706041&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/193/voronezh/search/m_video/?ll=39.148674,51.706041&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/193/voronezh/search/megafon/?ll=39.148674,51.706041&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/193/voronezh/search/mts/?ll=39.148674,51.706041&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/193/voronezh/search/svyaznoy/?ll=39.148674,51.706041&rspn=1&spn=0.003,0.003']"
140,160,воронеж,51.667177,39.191858,193,Воронеж,"['https://yandex.ru/maps/193/voronezh/search/DNS/?ll=39.191858,51.667177&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/193/voronezh/search/m_video/?ll=39.191858,51.667177&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/193/voronezh/search/megafon/?ll=39.191858,51.667177&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/193/voronezh/search/mts/?ll=39.191858,51.667177&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/193/voronezh/search/svyaznoy/?ll=39.191858,51.667177&rspn=1&spn=0.003,0.003']"
141,161,воронеж,51.663399,39.194751,193,Воронеж,"['https://yandex.ru/maps/193/voronezh/search/DNS/?ll=39.194751,51.663399&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/193/voronezh/search/m_video/?ll=39.194751,51.663399&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/193/voronezh/search/megafon/?ll=39.194751,51.663399&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/193/voronezh/search/mts/?ll=39.194751,51.663399&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/193/voronezh/search/svyaznoy/?ll=39.194751,51.663399&rspn=1&spn=0.003,0.003']"
142,162,грозный,43.320524,45.688919,1106,Грозный,"['https://yandex.ru/maps/1106/groznyj/search/DNS/?ll=45.688919,43.320524&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/1106/groznyj/search/m_video/?ll=45.688919,43.320524&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/1106/groznyj/search/megafon/?ll=45.688919,43.320524&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/1106/groznyj/search/mts/?ll=45.688919,43.320524&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/1106/groznyj/search/svyaznoy/?ll=45.688919,43.320524&rspn=1&spn=0.003,0.003']"
143,163,грозный,43.365006,45.612401,1106,Грозный,"['https://yandex.ru/maps/1106/groznyj/search/DNS/?ll=45.612401,43.365006&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/1106/groznyj/search/m_video/?ll=45.612401,43.365006&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/1106/groznyj/search/megafon/?ll=45.612401,43.365006&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/1106/groznyj/search/mts/?ll=45.612401,43.365006&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/1106/groznyj/search/svyaznoy/?ll=45.612401,43.365006&rspn=1&spn=0.003,0.003']"
144,164,грозный,43.321619,45.691706,1106,Грозный,"['https://yandex.ru/maps/1106/groznyj/search/DNS/?ll=45.691706,43.321619&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/1106/groznyj/search/m_video/?ll=45.691706,43.321619&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/1106/groznyj/search/megafon/?ll=45.691706,43.321619&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/1106/groznyj/search/mts/?ll=45.691706,43.321619&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/1106/groznyj/search/svyaznoy/?ll=45.691706,43.321619&rspn=1&spn=0.003,0.003']"
145,165,грозный,43.32448,45.686533,1106,Грозный,"['https://yandex.ru/maps/1106/groznyj/search/DNS/?ll=45.686533,43.32448&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/1106/groznyj/search/m_video/?ll=45.686533,43.32448&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/1106/groznyj/search/megafon/?ll=45.686533,43.32448&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/1106/groznyj/search/mts/?ll=45.686533,43.32448&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/1106/groznyj/search/svyaznoy/?ll=45.686533,43.32448&rspn=1&spn=0.003,0.003']"
146,166,армавир,44.983245,41.096906,10257,Армавир,"['https://yandex.ru/maps/10257/armavir/search/DNS/?ll=41.096906,44.983245&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/10257/armavir/search/m_video/?ll=41.096906,44.983245&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/10257/armavir/search/megafon/?ll=41.096906,44.983245&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/10257/armavir/search/mts/?ll=41.096906,44.983245&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/10257/armavir/search/svyaznoy/?ll=41.096906,44.983245&rspn=1&spn=0.003,0.003']"
147,167,армавир,44.997222,41.130708,10257,Армавир,"['https://yandex.ru/maps/10257/armavir/search/DNS/?ll=41.130708,44.997222&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/10257/armavir/search/m_video/?ll=41.130708,44.997222&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/10257/armavir/search/megafon/?ll=41.130708,44.997222&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/10257/armavir/search/mts/?ll=41.130708,44.997222&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/10257/armavir/search/svyaznoy/?ll=41.130708,44.997222&rspn=1&spn=0.003,0.003']"
148,168,армавир,44.994995,41.084825,10257,Армавир,"['https://yandex.ru/maps/10257/armavir/search/DNS/?ll=41.084825,44.994995&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/10257/armavir/search/m_video/?ll=41.084825,44.994995&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/10257/armavir/search/megafon/?ll=41.084825,44.994995&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/10257/armavir/search/mts/?ll=41.084825,44.994995&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/10257/armavir/search/svyaznoy/?ll=41.084825,44.994995&rspn=1&spn=0.003,0.003']"
149,169,армавир,44.995003,41.134044,10257,Армавир,"['https://yandex.ru/maps/10257/armavir/search/DNS/?ll=41.134044,44.995003&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/10257/armavir/search/m_video/?ll=41.134044,44.995003&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/10257/armavir/search/megafon/?ll=41.134044,44.995003&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/10257/armavir/search/mts/?ll=41.134044,44.995003&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/10257/armavir/search/svyaznoy/?ll=41.134044,44.995003&rspn=1&spn=0.003,0.003']"
150,172,майкоп,44.609564,40.109782,1093,Майкоп,"['https://yandex.ru/maps/1093/majkop/search/DNS/?ll=40.109782,44.609564&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/1093/majkop/search/m_video/?ll=40.109782,44.609564&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/1093/majkop/search/megafon/?ll=40.109782,44.609564&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/1093/majkop/search/mts/?ll=40.109782,44.609564&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/1093/majkop/search/svyaznoy/?ll=40.109782,44.609564&rspn=1&spn=0.003,0.003']"
151,173,майкоп,44.608506,40.10723,1093,Майкоп,"['https://yandex.ru/maps/1093/majkop/search/DNS/?ll=40.10723,44.608506&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/1093/majkop/search/m_video/?ll=40.10723,44.608506&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/1093/majkop/search/megafon/?ll=40.10723,44.608506&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/1093/majkop/search/mts/?ll=40.10723,44.608506&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/1093/majkop/search/svyaznoy/?ll=40.10723,44.608506&rspn=1&spn=0.003,0.003']"
152,174,махачкала,42.971374,47.48853,28,Махачкала,"['https://yandex.ru/maps/28/mahachkala/search/DNS/?ll=47.48853,42.971374&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/28/mahachkala/search/m_video/?ll=47.48853,42.971374&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/28/mahachkala/search/megafon/?ll=47.48853,42.971374&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/28/mahachkala/search/mts/?ll=47.48853,42.971374&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/28/mahachkala/search/svyaznoy/?ll=47.48853,42.971374&rspn=1&spn=0.003,0.003']"
153,175,махачкала,42.961591,47.512861,28,Махачкала,"['https://yandex.ru/maps/28/mahachkala/search/DNS/?ll=47.512861,42.961591&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/28/mahachkala/search/m_video/?ll=47.512861,42.961591&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/28/mahachkala/search/megafon/?ll=47.512861,42.961591&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/28/mahachkala/search/mts/?ll=47.512861,42.961591&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/28/mahachkala/search/svyaznoy/?ll=47.512861,42.961591&rspn=1&spn=0.003,0.003']"
154,176,махачкала,42.980949,47.499488,28,Махачкала,"['https://yandex.ru/maps/28/mahachkala/search/DNS/?ll=47.499488,42.980949&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/28/mahachkala/search/m_video/?ll=47.499488,42.980949&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/28/mahachkala/search/megafon/?ll=47.499488,42.980949&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/28/mahachkala/search/mts/?ll=47.499488,42.980949&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/28/mahachkala/search/svyaznoy/?ll=47.499488,42.980949&rspn=1&spn=0.003,0.003']"
155,177,махачкала,42.972473,47.489653,28,Махачкала,"['https://yandex.ru/maps/28/mahachkala/search/DNS/?ll=47.489653,42.972473&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/28/mahachkala/search/m_video/?ll=47.489653,42.972473&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/28/mahachkala/search/megafon/?ll=47.489653,42.972473&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/28/mahachkala/search/mts/?ll=47.489653,42.972473&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/28/mahachkala/search/svyaznoy/?ll=47.489653,42.972473&rspn=1&spn=0.003,0.003']"
156,178,нальчик,43.481156,43.607559,30,Нальчик,"[""https://yandex.ru/maps/30/nal'chik/search/DNS/?ll=43.607559,43.481156&rspn=1&spn=0.003,0.003"", ""https://yandex.ru/maps/30/nal'chik/search/m_video/?ll=43.607559,43.481156&rspn=1&spn=0.003,0.003"", ""https://yandex.ru/maps/30/nal'chik/search/megafon/?ll=43.607559,43.481156&rspn=1&spn=0.003,0.003"", ""https://yandex.ru/maps/30/nal'chik/search/mts/?ll=43.607559,43.481156&rspn=1&spn=0.003,0.003"", ""https://yandex.ru/maps/30/nal'chik/search/svyaznoy/?ll=43.607559,43.481156&rspn=1&spn=0.003,0.003""]"
157,179,нальчик,43.481412,43.60379,30,Нальчик,"[""https://yandex.ru/maps/30/nal'chik/search/DNS/?ll=43.60379,43.481412&rspn=1&spn=0.003,0.003"", ""https://yandex.ru/maps/30/nal'chik/search/m_video/?ll=43.60379,43.481412&rspn=1&spn=0.003,0.003"", ""https://yandex.ru/maps/30/nal'chik/search/megafon/?ll=43.60379,43.481412&rspn=1&spn=0.003,0.003"", ""https://yandex.ru/maps/30/nal'chik/search/mts/?ll=43.60379,43.481412&rspn=1&spn=0.003,0.003"", ""https://yandex.ru/maps/30/nal'chik/search/svyaznoy/?ll=43.60379,43.481412&rspn=1&spn=0.003,0.003""]"
158,180,нальчик,43.4764,43.573804,30,Нальчик,"[""https://yandex.ru/maps/30/nal'chik/search/DNS/?ll=43.573804,43.4764&rspn=1&spn=0.003,0.003"", ""https://yandex.ru/maps/30/nal'chik/search/m_video/?ll=43.573804,43.4764&rspn=1&spn=0.003,0.003"", ""https://yandex.ru/maps/30/nal'chik/search/megafon/?ll=43.573804,43.4764&rspn=1&spn=0.003,0.003"", ""https://yandex.ru/maps/30/nal'chik/search/mts/?ll=43.573804,43.4764&rspn=1&spn=0.003,0.003"", ""https://yandex.ru/maps/30/nal'chik/search/svyaznoy/?ll=43.573804,43.4764&rspn=1&spn=0.003,0.003""]"
159,181,нальчик,43.503253,43.612211,30,Нальчик,"[""https://yandex.ru/maps/30/nal'chik/search/DNS/?ll=43.612211,43.503253&rspn=1&spn=0.003,0.003"", ""https://yandex.ru/maps/30/nal'chik/search/m_video/?ll=43.612211,43.503253&rspn=1&spn=0.003,0.003"", ""https://yandex.ru/maps/30/nal'chik/search/megafon/?ll=43.612211,43.503253&rspn=1&spn=0.003,0.003"", ""https://yandex.ru/maps/30/nal'chik/search/mts/?ll=43.612211,43.503253&rspn=1&spn=0.003,0.003"", ""https://yandex.ru/maps/30/nal'chik/search/svyaznoy/?ll=43.612211,43.503253&rspn=1&spn=0.003,0.003""]"
160,182,ростов_на_дону,47.231588,39.618653,39,Ростов-на-Дону,"['https://yandex.ru/maps/39/rostov_na_donu/search/DNS/?ll=39.618653,47.231588&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/39/rostov_na_donu/search/m_video/?ll=39.618653,47.231588&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/39/rostov_na_donu/search/megafon/?ll=39.618653,47.231588&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/39/rostov_na_donu/search/mts/?ll=39.618653,47.231588&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/39/rostov_na_donu/search/svyaznoy/?ll=39.618653,47.231588&rspn=1&spn=0.003,0.003']"
161,183,ростов_на_дону,47.230469,39.610689,39,Ростов-на-Дону,"['https://yandex.ru/maps/39/rostov_na_donu/search/DNS/?ll=39.610689,47.230469&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/39/rostov_na_donu/search/m_video/?ll=39.610689,47.230469&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/39/rostov_na_donu/search/megafon/?ll=39.610689,47.230469&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/39/rostov_na_donu/search/mts/?ll=39.610689,47.230469&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/39/rostov_na_donu/search/svyaznoy/?ll=39.610689,47.230469&rspn=1&spn=0.003,0.003']"
162,184,ростов_на_дону,47.229702,39.628651,39,Ростов-на-Дону,"['https://yandex.ru/maps/39/rostov_na_donu/search/DNS/?ll=39.628651,47.229702&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/39/rostov_na_donu/search/m_video/?ll=39.628651,47.229702&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/39/rostov_na_donu/search/megafon/?ll=39.628651,47.229702&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/39/rostov_na_donu/search/mts/?ll=39.628651,47.229702&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/39/rostov_na_donu/search/svyaznoy/?ll=39.628651,47.229702&rspn=1&spn=0.003,0.003']"
163,185,ростов_на_дону,47.262457,39.655149,39,Ростов-на-Дону,"['https://yandex.ru/maps/39/rostov_na_donu/search/DNS/?ll=39.655149,47.262457&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/39/rostov_na_donu/search/m_video/?ll=39.655149,47.262457&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/39/rostov_na_donu/search/megafon/?ll=39.655149,47.262457&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/39/rostov_na_donu/search/mts/?ll=39.655149,47.262457&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/39/rostov_na_donu/search/svyaznoy/?ll=39.655149,47.262457&rspn=1&spn=0.003,0.003']"
164,190,тамбов,52.723473,41.435334,13,Тамбов,"['https://yandex.ru/maps/13/tambov/search/DNS/?ll=41.435334,52.723473&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/13/tambov/search/m_video/?ll=41.435334,52.723473&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/13/tambov/search/megafon/?ll=41.435334,52.723473&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/13/tambov/search/mts/?ll=41.435334,52.723473&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/13/tambov/search/svyaznoy/?ll=41.435334,52.723473&rspn=1&spn=0.003,0.003']"
165,191,тамбов,52.741887,41.451267,13,Тамбов,"['https://yandex.ru/maps/13/tambov/search/DNS/?ll=41.451267,52.741887&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/13/tambov/search/m_video/?ll=41.451267,52.741887&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/13/tambov/search/megafon/?ll=41.451267,52.741887&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/13/tambov/search/mts/?ll=41.451267,52.741887&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/13/tambov/search/svyaznoy/?ll=41.451267,52.741887&rspn=1&spn=0.003,0.003']"
166,192,тамбов,52.723967,41.456456,13,Тамбов,"['https://yandex.ru/maps/13/tambov/search/DNS/?ll=41.456456,52.723967&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/13/tambov/search/m_video/?ll=41.456456,52.723967&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/13/tambov/search/megafon/?ll=41.456456,52.723967&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/13/tambov/search/mts/?ll=41.456456,52.723967&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/13/tambov/search/svyaznoy/?ll=41.456456,52.723967&rspn=1&spn=0.003,0.003']"
167,193,тамбов,52.766259,41.397737,13,Тамбов,"['https://yandex.ru/maps/13/tambov/search/DNS/?ll=41.397737,52.766259&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/13/tambov/search/m_video/?ll=41.397737,52.766259&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/13/tambov/search/megafon/?ll=41.397737,52.766259&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/13/tambov/search/mts/?ll=41.397737,52.766259&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/13/tambov/search/svyaznoy/?ll=41.397737,52.766259&rspn=1&spn=0.003,0.003']"
168,194,элиста,46.308899,44.270979,1094,Элиста,"['https://yandex.ru/maps/1094/elista/search/DNS/?ll=44.270979,46.308899&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/1094/elista/search/m_video/?ll=44.270979,46.308899&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/1094/elista/search/megafon/?ll=44.270979,46.308899&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/1094/elista/search/mts/?ll=44.270979,46.308899&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/1094/elista/search/svyaznoy/?ll=44.270979,46.308899&rspn=1&spn=0.003,0.003']"
169,195,элиста,46.309268,44.263893,1094,Элиста,"['https://yandex.ru/maps/1094/elista/search/DNS/?ll=44.263893,46.309268&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/1094/elista/search/m_video/?ll=44.263893,46.309268&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/1094/elista/search/megafon/?ll=44.263893,46.309268&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/1094/elista/search/mts/?ll=44.263893,46.309268&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/1094/elista/search/svyaznoy/?ll=44.263893,46.309268&rspn=1&spn=0.003,0.003']"
170,196,элиста,46.305144,44.267571,1094,Элиста,"['https://yandex.ru/maps/1094/elista/search/DNS/?ll=44.267571,46.305144&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/1094/elista/search/m_video/?ll=44.267571,46.305144&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/1094/elista/search/megafon/?ll=44.267571,46.305144&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/1094/elista/search/mts/?ll=44.267571,46.305144&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/1094/elista/search/svyaznoy/?ll=44.267571,46.305144&rspn=1&spn=0.003,0.003']"
171,197,элиста,46.316949,44.267064,1094,Элиста,"['https://yandex.ru/maps/1094/elista/search/DNS/?ll=44.267064,46.316949&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/1094/elista/search/m_video/?ll=44.267064,46.316949&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/1094/elista/search/megafon/?ll=44.267064,46.316949&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/1094/elista/search/mts/?ll=44.267064,46.316949&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/1094/elista/search/svyaznoy/?ll=44.267064,46.316949&rspn=1&spn=0.003,0.003']"
172,198,орёл,52.974328,36.08927,10,Орёл,"['https://yandex.ru/maps/10/orel/search/DNS/?ll=36.08927,52.974328&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/10/orel/search/m_video/?ll=36.08927,52.974328&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/10/orel/search/megafon/?ll=36.08927,52.974328&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/10/orel/search/mts/?ll=36.08927,52.974328&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/10/orel/search/svyaznoy/?ll=36.08927,52.974328&rspn=1&spn=0.003,0.003']"
173,199,орёл,52.9804,36.069631,10,Орёл,"['https://yandex.ru/maps/10/orel/search/DNS/?ll=36.069631,52.9804&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/10/orel/search/m_video/?ll=36.069631,52.9804&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/10/orel/search/megafon/?ll=36.069631,52.9804&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/10/orel/search/mts/?ll=36.069631,52.9804&rspn=1&spn=0.003,0.003', 'https://yandex.ru/maps/10/orel/search/svyaznoy/?ll=36.069631,52.9804&rspn=1&spn=0.003,0.003']"
